IDP;NOMBRE;DESCRIPCION;PRECIO
1077;CUADERNO, GLORIA / AMERICA;CUAD ARA A 42H RAY AZUL;24.7
1078;CUADERNO, GLORIA / AMERICA;CUAD T/F RAYADO 48H 48 HOJAS.;9.31
1079;LAPICERA, FILGO;LAPICERA FILGO TINTA GEL BORRAXION;45.85
1080;LAPIZ, PELIKAN;L.COLORES PELIKAN X12U;43.1
1081;LAPIZ, FILGO;L.GRAFITO FILGO SIGMA FLEX X4U;7.9
1082;LAPIZ, PELIKAN;L.GRAFITO PELIKAN C/GOMA X4U;27.47
1083;LAPIZ, FILGO;LAPIZ CORRECTOR CARREFOUR;16.2
1084;MINAS, FILGO;MINAS 2B FILGO 0.5MM;6.92
1085;MINAS, FILGO;MINAS B FILGO 0.5MM;6.92
1086;MINAS, FILGO;MINAS HB FILGO 0.5MM;6.92
1087;PORTAMINAS, FILGO;PORTAMINA FILGO REAL GRIP 0.5MM AZUL;6.33
1088;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO CUADRICULADO POR 96 HOJAS;22.9
1089;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO RAYADO POR 96 HOJAS;22.9
1090;RESALTADOR, FILGO;RESALT FILGO AMARILLO;9.93
1091;RESALTADOR, FILGO;RESALT FILGO CELESTE;9.93
1092;RESALTADOR, FILGO;RESALT FILGO NARANJA;9.93
1093;RESALTADOR, FILGO;RESALT FILGO ROSA;9.93
1094;RESALTADOR, FILGO;RESALT FILGO VERDE;9.93
1095;ESCARBADIENTES, IBERIA;PALILLERO ZODIACO X 50UNID;14.55
1096;PAÑALES, PAMPERS;PANALES TALLE G MEGA SUPERSEC PAMPERS X 22 UNI;88.39
1097;PAÑALES, PAMPERS;PANALES TALLE M MEGA SUPERSEC PAMPERS X 26 UNI;88.39
1098;PAÑALES, PAMPERS;PANALES TALLE PEQ SUPERSEC PAMPERS X 30 UNI;88.39
1099;PAÑALES, PAMPERS;PANALES TALLE XG MEGA SUPERSEC PAMPERS X 18 UN;88.39
1100;PAÑALES, PAMPERS;PANALES TALLE XXG MEGA SUPERSEC PAMPERS X 18 U;88.39
1101;ANTIPOLILLAS, AIRE PUR;ANTIPOLILLAS PERCHA LAVANDA AIRE PUR X 1 UNI;26.17
1102;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;33.34
1103;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;62.14
1104;REPELENTES, AGENT X;APARATO AHUYENTA MOSQUITOS S/VENENO AGENTX X 1 UNI;51.95
1105;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
1106;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;95.74
1107;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;70.37
1108;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESODORANTE LAVANDA AIRE PUR X 1 U;95.74
1109;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD TRABLET VAINILLA AIRE PUR X 75 GRS;84.22
1110;AUTOBRILLO, SUIZA;AUTOBRILLO INCOLORO SUIZA DP X 900 CC;31.62
1111;AUTOBRILLO, SUIZA;AUTOBRILLO NEGRO SUIZA DP X 900 CC;31.62
1112;AUTOBRILLO, SUIZA;AUTOBRILLO ROJO SUIZA DP X 900 CC;31.62
1113;CERA, CLINSY;CERA LIQUIDA NATURAL CLINSY X 900CC;65.38
1114;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANT FRUTILLA GIGANTE X545CC;35.9
1115;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE LIMON GIGANTE X 545CC;35.9
1116;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE POMELO GIGANTE X 545CC;35.9
1117;DETERGENTES, MAGISTRAL;DETERGENTE MANZANA VERDE MAGISTRAL X 500 CC;30.77
1118;EN POLVO, ZORRO;JABON EN POLVO A/E CLASICO ZORRO X 3 KG;109.99
1119;EN POLVO, ZORRO;JABON EN POLVO BAJA ESPUMA CLASICO ZORRO X 3 KG;109.99
1120;ESPONJAS Y PANOS, VIRULANA;ESPONJA CON MULTIONDAS VIRULANA X 1 UNI;16.77
1121;ESPONJAS Y PANOS, VIRULANA;ESPONJA MULTIONDAS SIN RAYAS VIRULANA X 1 UNI;16.77
1122;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;6.95
1123;JABON EN PAN, ZORRO;JABON EN PAN ESFERAS ACTIVAS ZORRO X 150 GRS;8.09
1124;JABON EN PAN, GIGANTE;JABON EN PAN LIMP CLASICA GIGANTE X 2UNI X 200 GRS;16.76
1125;JABON EN POLVO, GRANBY;GRANBY POLVO LAVADO TOTAL 24X800G;20.44
1126;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
1127;LAVANDINA, QUERUBIN;LAVANDINA TRADICIONAL QUERUBIN X 2 LT;24.59
1128;LAVAZAPATILLA, IBERIA;LAVAZAPATILLA IBERIA X 300 CC;57.49
1129;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR COCINA ANTIGRASA CARREFOUR DP X 900 CC;16.7
1130;LIMPIADOR LIQUIDO, CIF;LIMPIADOR GEL FACIL ENJUAGUE CIF X 500 CC;43.78
1131;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR P/BANO CARREFOUR DP X 900 CC;18.9
1132;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR P/PISOS PLASTICOS Y FLOTANTES SUIZA;30.86
1133;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR PISOS PLASTIFICADOS SUIZA X 400 CC;15.51
1134;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR VIDRIOS CARREFOUR DP X 900 CC;17.01
1135;LIQUIDO, GIGANTE;BARRA QUITAMANCHAS GIGANTE X 1UNI;10.85
1136;LIQUIDO, ALGABO;JABON LIQUIDO FLORAL RAIN DOY PACK ALGABO X 300 CC;25.3
1137;LIQUIDO, ZORRO;JABON LIQUIDO P/ROPA CLASICO ZORRO DP X 1.5 CC;61.19
1138;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 3000CC;195
1139;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
1140;LUSTRAMUEBLES, SUIZA;LUSTRAMUEBLE CREMA SUIZA X 200 CC;16.45
1141;PAPEL HIGIENICO, SCOTT;PAPEL HIGIENICO D/HOJA GOLD SCOTT 30 MTS X 4 UNI;41.81
1142;SUAVIZANTES, ZORRO;SUAVIZANTE BOUQUET DE GARDENIAS ZORRO X 900 CC;23.19
1143;SUAVIZANTES, GIGANTE;SUAVIZANTE P/ROPA FORM ECONOMIC GIGANTE X 900 CC;18.9
1144;ACONDICIONADOR, PLUSBELLE;ACONDICIONADOR BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1145;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA HIDRA REV DUC X350CC;52.45
1146;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA RIZOS PERF DUC X350CC;52.45
1147;ACONDICIONADOR, DUC;ACONDICIONADOR C/SEDA LISO RADIANTE DUCX 350 CC;52.45
1148;ACONDICIONADOR, HERBAL ESSENCE;ACONDICIONADOR HIDRADISIACO HERBAL ESSENCES X300CC;45.75
1149;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;21.72
1150;ALCOHOL ETILICO, MF;ALCOHOL ETILICO EN GEL MF X 250 CC;33.96
1151;CREMA CORPORAL, HINDS;CREMA CORPORAL HIDRATACION ESENCIAL HINDS X 250 CC;41.11
1152;CREMA CORPORAL, NIVEA;CREMA CORPORAL REAFIRMANTE Q10 PLUS NIVEA X 250 CC;64.6
1153;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
1154;CUIDADO DE LA BARBA, BIC;MAQUINA DE AFEITAR COMFORT TWIN BIC X 5 UNI;42.37
1155;CUIDADO DE LA PIEL, BIC;MAQUINA DESECHABLE MUJER COMFORT3 BIC X 5 UNI;43.45
1156;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 150 C;35
1157;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 90 G;35
1158;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE AERO SIEM JOVEN PLUSBELLE X 210CC;34.99
1159;DESODORANTES, HINDS;ANTITRANSPIRANTE ROLLON FLOWERS HINDS X 60 GRS;22.55
1160;DESODORANTES, ETIQUET;ANTITRANSPIRANTE ROLLON HOMBRE ETIQUET X 60 GR;22.55
1161;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE ROLLON SIEM JOVEN PLUSBELLE X50CC;21.34
1162;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
1163;DESODORANTES, NIVEA;ANTITRANSPIRTANTE MASC DRY IMPACT NIVEA X 150 CC;38.2
1164;DESODORANTES, AXE;DESODORANTE BODYSPRAY BLACK NIGHT AXE X 150 CC;35
1165;HIGIENE FEMENINA, ALWAYS;TOALLA FEMENINA PLUS SUAVE C/ALAS ALWAYS X 8 UNI;24.53
1166;HISOPOS, Q-SOFT;HISOPOS Q SOFT ESTUCHE X 100 UNI;23.5
1167;JABON DE TOCADOR, CAMPOS VERDES;JABON TOCADOR ENERGIA DE SOL CAMPOS VERDES X120GRS;8.85
1168;JABON DE TOCADOR, KENIA;JABON TOCADOR GLICERINA KENIA 3 X 90 GRS;29.66
1169;OLEO, BABYBASIC;OLEO CALCAREO S/FRAGANCIA BABYBASIC X 500 CC;61.97
1170;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;9.07
1171;PASTA DENTAL, SENSODYNE;CREMA DENTAL MULTIPROTECCION SENSODYNE X 50 GR;36.49
1172;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
1173;PASTA DENTAL, AQUA;CREMA DENTAL TRIPLE PROTECCION AQUAFRESH X 85G;35.12
1174;PRESERVATIVOS, PRIME;PRESERVATIVO EXTRA LUBRICADO PRIME X 12 UNI;121.22
1175;PRESERVATIVOS, PRIME;PRESERVATIVO SUPER FINO PRIME X 12 UNI;121.22
1176;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;35.13
1177;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;35.13
1178;PROTECTOR SOLAR, NIVEA;BLOQUEADOR SOLAR HIDRAT F30 NIVEA SUN X 200 CC;140.85
1179;PROTECTOR SOLAR, NIVEA;PROTECTOR SOLAR HIDRATAN F15 NIVEA SUN X 200CC;124.9
1180;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
1181;SHAMPOO, PLUSBELLE;SHAMPOO BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1182;SHAMPOO, DUC;SHAMPOO C/ EXT DE SEDA RIZOS PERFECTOS DUCX 350 CC;52.45
1183;SHAMPOO, DUC;SHAMPOO C/ EXTR DE SEDA HIDRATA REVIT DUCX 350 CC;52.45
1184;SHAMPOO, DUC;SHAMPOO C/ EXTRA DE SEDA LISO RADIANTE DUCX 350 CC;52.45
1185;SHAMPOO, CLEAR;SHAMPOO CAIDA CONTROL CLEAR X 200 CC;46.63
1186;SHAMPOO, CLEAR;SHAMPOO CAIDA DEFENSE CLEAR X 200 CC;46.63
1187;SHAMPOO, CLEAR;SHAMPOO DUAL EFFECT 2EN1 CLEAR X 200 CC;46.63
1188;SHAMPOO, HERBAL ESSENCE;SHAMPOO HIDRADISIACO HERBAL ESSENCES X 300 CC;45.75
1189;SHAMPOO, CLEAR;SHAMPOO ICE COOL MENTHOL MEN CLEAR X 200 CC;46.63
1190;SHAMPOO, CLEAR;SHAMPOO SUAVIDAD Y BRILLO CLEAR X 200 CC;46.63
1191;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDA REFRESH QSOFT X 25 UNI;49.9
1192;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDAS ALOE VERA Q-SOFT DP X 50 UNI;25
1193;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLITAS DESMAQ HIDRATANTE Q-SOFT X 25 UNI;49.9
1194;TOALLA DEMAQUILLANTE, IDEAL;TOALLITAS HUMEDAS CLASICAS DOY PACK IDEAL X 70 UNI;23.9
1195;, ORAL B;CEPILLO DENTAL CLASSIC ORAL B X 1 UNI;23.48
1196;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 1 Babelito x 1 Un;39.4
1197;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 2 Babelito x 1 Un;41.28
1198;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 3 Babelito x 1 Un;41.28
1199;ARROZ, DOS HERMANOS;ARROZ INTEGRAL DOS HERMANOS X 1 KG;18.97
1200;ARROZ, MOLINOS ALA;ARROZ LARGO FINO 00000 MOLINOS ALA BOLSA X 500 GRS;9.92
1201;CONSERVAS, ARCOR;CHOCLO EN GRANOS AMARILLO ARCOR LATA X 300 GRS;18.56
1202;HARINA DE MAIZ, CARREFOUR;POLENTA INSTANTANEA CARREFOUR X 500 GRS;12.63
1203;HARINAS, CANUELAS;HARINA DE TRIGO 000 CANUELAS X 1 KG;8.14
1204;HARINAS, BLANCAFLOR;HARINA DE TRIGO 0000 FORTIFIC BLANCAFLOR X 1 K;14.13
1205;MAYONESA, LA CAMPAGNOLA;MAYONESA LIGHT BC LA CAMPAGNOLA DOY PACK X500G;20.57
1206;PAN RALLADO, MAMA COCINA;PAN RALLADO FORTIFICADO MAMA COCINA X 1 KG;38.06
1207;PASTAS SECAS, MANERA;FIDEOS MOSTACHOLES MANERA X 500 GRS;10.92
1208;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS MOSTACHOL BONANZA X 500G;10.49
1209;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS TIRABUZON BONANZA X 500G;12.59
1210;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS LARGOS SPAGHETTI BONANZA X 500 GR;10.49
1211;PASTAS SECAS, FAVORITA;FIDEOS TALLARIN FORTIFICADO FAVORITA X 500 GRS;10.54
1212;SAL, DOS ANCLAS;SAL ENTREFINA DOS ANCLAS ESTUCHE X 500 GRS;8.78
1213;SAL, DOS ANCLAS;SAL FINA LIGHT DOS ANCLAS ESTUCHE X 500 GRS;62.69
1214;VINAGRE, DOS ANCLAS;VINAGRE  VINO  DOS ANCLAS  X 500 CC;16.23
1215;AGUAS, CARREFOUR;AGUA MINERAL SIN GAS BAJO SODIO CARREFOUR X 2 LT;12.09
1216;GASEOSAS, PEPSI;GASEOSA COLA LIGHT PEPSI PET X 1.5 LT;23.21
1217;GASEOSAS, LIMIT;GASEOSA COLA REGULAR LIMIT X 2.25 LT;17.59
1218;GASEOSAS, COCA COLA;GASEOSA COLA ZERO COCA COLA PET X 1.5 LT;25.85
1219;GASEOSAS, LIMIT;GASEOSA LIMA LIMON REGULAR LIMIT 2.25 LT;17.59
1220;GASEOSAS, SPRITE;GASEOSA LIMA LIMON ZERO SPRITE PET X 1.5 LT;25.85
1221;GASEOSAS, FANTA;GASEOSA NARANJA ZERO VITAMINA C FANTA PET X 1.5 LT;25.85
1222;JUGOS EN POLVO, BC LA CAMPAGNOLA;JUGO EN POLVO MANZANA BC LA CAMPAGNOLA X 8.5 GRS;3.02
1223;JUGOS EN POLVO, VERAO;JUGO EN POLVO MANZANA VERAO X 10 GRS;2.75
1224;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA VERAO X 10 GRS;2.75
1225;JUGOS NATURALES, BC LA CAMPAGNOLA;JUGO NATURAL NARANJA BC X 1 LT;23.95
1226;AZUCAR, DOMINO;AZUCAR BLANCA MOLIDA DOMINO X 1000 GRS;14.76
1227;AZUCAR, LEDESMA;AZUCAR MOLIDA CLASICA LEDESMA BOLSA X 1 KG;18.07
1228;AZUCAR, CHANGO;AZUCAR TIPO A BOLSA CHANGO X 1000 GRS;18.07
1229;ENDULZANTES, TUY;EDULCORANTE SOBRES C/ASPARTAMO TUY CAJA X 100 UNI;29.85
1230;GALLETAS DULCES, MACUCAS;GALLETITAS CHOCOLATE RELL VAINI MACUCAS X 123 GRS;8.61
1231;GALLETAS DULCES, TERRABUSI;GALLETITAS ROCOCO TERRABUSI X 160 GRS;18.36
1232;INFUSION TE, TARAGUI;TE FILTRO ESPECIAL S/ENS. SAQ. TARAGUI X 25 UNI;9.59
1233;INFUSION YERBA, UNION;YERBA MATE BCP ORIGEN CONTROLADO UNION X 500 GRS;28.9
1234;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 500GRS;28.66
1235;INFUSION YERBA, AMANDA;YERBA MATE CAMPO AMANDA X 1 KG;58.34
1236;INFUSION YERBA, AMANDA;YERBA MATE CON PALO AMANDA X 1 KG;51.62
1237;INFUSION YERBA, ROSAMONTE;YERBA MATE CON PALO JUNIOR ROSAMONTE X 500 GRS;28.1
1238;LECHE LARGA VIDA, CARREFOUR;LECHE ENTERA UAT CARREFOUR X 1000 CC;21.41
1239;MATE COCIDO, CACHAMATE;MATE COCIDO CACHAMATE X 25 UNI;12.64
1240;MERMELADA, ARCOR;MERMELADA DE DURAZNO LIGHT ARCOR FRASCO X 390 GRS;32.11
1241;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
1242;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
1243;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.19
1244;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;14.91
1245;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;14.91
1246;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;14.91
1247;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
1248;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
1249;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.03
1250;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.03
1251;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.03
1252;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.03
1253;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.03
1254;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;59.8
1255;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;58.31
1256;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
1257;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
1258;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;33.34
1259;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;62.14
1260;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
1261;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;95.74
1262;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;70.37
1263;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;6.95
1264;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
1265;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
1266;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;21.72
1267;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
1268;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
1269;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;9.07
1270;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
1271;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;35.13
1272;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;35.13
1273;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
1274;ADEREZOS, LA PARMESANA;MEZCLA DE SEMILLAS LA PARMESANA X 100 GRS;22.99
1275;ADEREZOS, LA PARMESANA;SEMILLAS DE CHIA LA PARMESANA X 100 GRS;15.3
1276;ADEREZOS, LA PARMESANA;SEMILLAS DE QUINOA LA PARMESANA X 100 GRS;57.25
1277;ARROZ, DOS HERMANOS;ARROZ INTEGRAL DOS HERMANOS X 1 KG;19.42
1278;ARROZ, MOLINOS ALA;ARROZ LARGO FINO 00000 MOLINOS ALA BOLSA X 500 GRS;10.15
1279;CONDIMENTOS, LA PARMESANA;OREGANO LA PARMESANA SOBRE X 25 GRS;19.99
1280;CONSERVAS, ARCOR;ARVEJAS SECAS REMOJADAS ARCOR LATA X 300 GRS;12.01
1281;CONSERVAS, MARECHIARE;ATUN AL NATURAL MARECHIARE LATA X 170 GRS;42.66
1282;CONSERVAS, PENNISI;ATUN AL NATURAL PENNISI X 170 GRS;42.66
1283;CONSERVAS, MARECHIARE;ATUN EN ACEITE MARECHIARE LATA X 170 GRS;42.66
1284;CONSERVAS, PENNISI;ATUN EN ACEITE PENNISI X 170 GRS;42.66
1285;CONSERVAS, MARECHIARE;CABALLA AL NATURAL MARECHIARE LATA X 380 GRS;38.34
1286;CONSERVAS, PENNISI;CABALLA AL NATURAL PENNISI X 380 GRS;38.34
1287;CONSERVAS, MARECHIARE;CABALLA EN ACEITE MARECHIARE LATA X 380 GRS;39.96
1288;CONSERVAS, PENNISI;CABALLA EN ACEITE PENNISI X 380 GRS;39.96
1289;CONSERVAS, ARCOR;CHOCLO EN GRANOS AMARILLO ARCOR LATA X 300 GRS;19
1290;CONSERVAS, INALPA;LENTEJAS SECAS REMOJADAS INALPA LATA X 350 GRS;18.35
1291;CONSERVAS, MARECHIARE;MERLUZA EN ACEITE MARECHIARE LATA X 380 GRS;30.24
1292;CONSERVAS, PENNISI;MERLUZA EN ACEITE PENNISI LATA X 380 GRS;31.86
1293;CONSERVAS, LA PARMESANA;SALSA PESTO DESHIDRATADA LA PARMESANA X 20 GRS;23
1294;CONSERVAS, SALSATI;SALSA POMAROLA SALSATI DP X 340 GRS;16.28
1295;HARINA DE MAIZ, CARREFOUR;POLENTA INSTANTANEA CARREFOUR X 500 GRS;12.93
1296;HARINA DE MAIZ, DEL CAMPO;POLENTA INSTANTANEA DEL CAMPO X 500 GRS;11.75
1297;HARINAS, CANUELAS;HARINA DE TRIGO 000 CANUELAS X 1 KG;8.34
1298;HARINAS, CASERITA;HARINA DE TRIGO 000 CASERITA X 1 KG;12.1
1299;HARINAS, BLANCAFLOR;HARINA DE TRIGO 0000 FORTIFIC BLANCAFLOR X 1 K;14.46
1300;MAYONESA, LA CAMPAGNOLA;MAYONESA LIGHT BC LA CAMPAGNOLA DOY PACK X500G;21.06
1301;PAN DE MESA, BIMBO;PAN ARABE BLANCO BIMBO X 230 GRS;33.48
1302;PAN DE MESA, FARGO;PAN DE SALVADO DOBLE SIN SAL FARGO X 400 GRS;30.51
1303;PAN DE MESA, LACTAL;PAN RODAJAS FINAS LACTAL X 380 GRS;24.88
1304;PAN RALLADO, MAMA COCINA;PAN RALLADO FORTIFICADO MAMA COCINA X 1 KG;38.97
1305;PAN RALLADO, CASERITA;PAN RALLADO VITA K CASERITA X 1 KG;38.72
1306;PASTAS SECAS, FAVORITA;FIDEOS CODITOS RAYADOS FORTIFIC FAVORITA X500GRS;10.79
1307;PASTAS SECAS, MANERA;FIDEOS MOSTACHOLES MANERA X 500 GRS;11.18
1308;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS MOSTACHOL BONANZA X 500G;10.49
1309;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS TIRABUZON BONANZA X 500G;12.59
1310;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS LARGOS SPAGHETTI BONANZA X 500 GR;10.49
1311;PASTAS SECAS, FAVORITA;FIDEOS TALLARIN FORTIFICADO FAVORITA X 500 GRS;10.79
1312;PASTAS SECAS, MANERA;FIDEOS TALLARINES MANERA X 500 GRS.;11.18
1313;PREMEZCLAS, GODET;BIZCOCHUELO VAINILLA GODET X 480 GRS;25.87
1314;PREMEZCLAS, LA CAMPAGNOLA;GELATINA CEREZA BC LA CAMPAGNOLA CAJA X 30 G;13.1
1315;SAL, LA PARMESANA;SAL DIETETICA LA PARMESANA X 75 GRS;39.99
1316;SAL, LA PARMESANA;SAL DIETETICA SABOR APIO LA PARMESANA X 75 GRS;39.99
1317;SAL, LA PARMESANA;SAL DIETETICA SABOR CEBOLLA LA PARMESANA X 75 GRS;39.99
1318;SAL, LA PARMESANA;SAL DIETETICA SABORIZADA AJO LA PARMESANA X 75 GRS;39.99
1319;SAL, DOS ANCLAS;SAL ENTREFINA DOS ANCLAS ESTUCHE X 500 GRS;8.99
1320;SAL, DOS ANCLAS;SAL FINA LIGHT DOS ANCLAS ESTUCHE X 500 GRS;64.18
1321;VINAGRE, DOS ANCLAS;VINAGRE  VINO  DOS ANCLAS  X 500 CC;16.61
1322;AGUAS, CARREFOUR;AGUA MINERAL SIN GAS BAJO SODIO CARREFOUR X 2 LT;12.38
1323;AGUAS, KIN;AGUA MINERAL SIN GAS KIN PET X 2 LT;13.61
1324;AGUAS SABORIZADA, FAVALORO;AGUA SABOR NARANJA CELLIER FAVALORO X1.5LT;14.04
1325;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA MARACUYA CON GAS H2OH X 1.5 LT;23.65
1326;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA NARANCHELO PET H2OH X 1.5 LT;23.65
1327;AGUAS SABORIZADA, CARREFOUR;AGUA SABORIZADA NRNJ-DRZN C/GAS CARREFOUR X 1.5 LT;14.04
1328;GASEOSAS, PEPSI;GASEOSA COLA LIGHT PEPSI PET X 1.5 LT;23.76
1329;GASEOSAS, CUNNINGTON;GASEOSA COLA REGULAR CUNNINGTON PET X 2.25 LT;23.53
1330;GASEOSAS, LIMIT;GASEOSA COLA REGULAR LIMIT X 2.25 LT;18
